State,agi_stub,N1,    MARS1,    MARS2,    MARS4,    PREP,N2,NUMDEP,A00100,    N02650,        A02650,    N00200,        A00200,    N00300,        A00300,    N00600,        A00600,    N00650,        A00650,    N00700,        A00700,N00900,        A00900,    N01000,        A01000,N01400,        A01400,    N01700,        A01700,    SCHF,    N02300,        A02300,    N02500,        A02500,    N26270,        A26270,N02900,    A02900,    N03220,        A03220,    N03300,        A03300,    N03270,        A03270,    N03150,        A03150,    N03210,        A03210,    N03230,        A03230,    N03240,        A03240,N04470,    A04470,    N18425,        A18425,    N18450,        A18450,    N18500,        A18500,    N18300,        A18300,    N19300,        A19300,    N19700,        A19700,N04800,    A04800,N05800,    A05800,N09600,        A09600,N07100,    A07100,    N07300,        A07300,    N07180,        A07180,    N07230,        A07230,    N07240,        A07240,    N07220,        A07220,    N07260,        A07260,N09400,    A09400,N10600,    A10600,    N59660,    A59660,N59720,        A59720,    N11070,        A11070,    N10960,        A10960,N06500,    A06500,N10300,    A10300,    N85530,    A85530,    N85300,    A85300,N11901,    A11901,N11902,    A11902
AK,6 ,"35,660","10,180","22,150","2,580","17,040","85,850","28,070","3,091,978","35,660","3,127,731","31,670","2,377,450","14,250","13,973","9,850","28,489","8,480","20,327",480,459,"6,870","97,053","6,730","28,981","3,600","57,254","9,750","327,676",190,"6,860","20,934","5,870","94,342","2,060","29,368","10,980","35,753","1,450",374,290,"3,273",910,"5,331","1,020","5,167","3,690","4,237",550,719,200,739,"14,430","260,448","3,590","2,832","4,200","3,794","13,220","45,876","14,030","54,436","12,550","116,842","10,070","39,445","35,620","2,278,929","35,580","353,359",110,276,"15,680","26,561","2,260",327,"2,140","1,292","3,240","3,398",0,0,"11,240","20,418","1,530",534,"5,110","18,350","35,270","413,847",0,0,0,0,340,611,"1,890","1,655","35,220","326,798","35,310","347,954",10,89,10,4,"9,020","30,147","25,780","92,998"
AK,7 ,"53,120","7,670","43,060","1,900","27,310","141,980","45,830","7,170,208","53,120","7,254,333","48,510","5,465,612","27,730","36,018","19,230","76,179","17,230","54,072","1,030","1,175","11,590","252,567","14,980","120,928","6,340","147,460","17,140","705,577",410,"5,030","18,559","8,020","146,554","5,350","137,839","19,470","84,125","3,140",882,910,"14,622","1,910","14,310","1,520","8,004","5,510","5,150","2,790","3,617",570,"2,802","29,330","611,181","8,240","8,033","8,950","10,270","27,750","119,170","28,900","142,397","26,240","273,009","22,960","110,340","53,100","5,733,306","53,080","1,034,083",690,"1,861","22,390","29,919","5,710","2,271","4,410","2,725","4,020","5,289",0,0,"11,390","16,678","2,830","1,178","8,710","41,676","52,710","1,095,873",0,0,0,0,** 70,** 132,"3,630","3,309","52,980","1,004,164","53,020","1,054,005",380,112,140,57,"20,210","103,018","30,950","130,049"
AK,8 ,"11,470","1,260","9,880",260,"7,620","30,940","9,600","3,172,596","11,470","3,242,383","10,340","2,001,737","8,760","29,630","6,530","60,666","6,130","44,536",300,612,"3,200","233,496","6,090","153,199","1,720","74,032","3,720","222,198",160,280,"1,216","1,730","37,472","3,480","337,195","4,490","69,787",430,108,770,"23,180","1,420","16,082",240,"2,213",0,0,0,0,550,"7,326","8,590","251,138","2,600","5,471","2,290","4,015","8,300","53,858","8,520","65,262","7,400","95,589","7,580","64,004","11,460","2,784,773","11,460","651,271","2,380","7,112","4,170","9,143","2,760","6,664",800,484,0,0,0,0,10,12,560,391,"2,880","26,613","11,340","652,670",0,0,0,0,**,**,0,0,"11,460","642,145","11,460","680,404","4,110","2,903","4,970","4,727","5,950","88,181","4,060","33,354"
AK,9 ,"1,320",150,"1,120",30,"1,130","3,610","1,180","882,237","1,320","908,469","1,120","394,699","1,230","13,349",980,"27,400",950,"21,372",40,213,380,"67,012",990,"70,234",180,"10,160",280,"16,587",30,** 10,** 107,200,"4,805",850,"266,281",780,"26,233",** 20,** 4,170,"8,141",400,"6,582",40,390,0,0,0,0,160,"5,633",870,"41,479",250,"2,322",190,345,840,"9,296",860,"12,213",650,"11,889",810,"17,027","1,320","832,979","1,320","249,734",170,"1,642",730,"6,597",580,"5,559",60,44,0,0,0,0,0,0,40,89,460,"6,849","1,310","252,023",0,0,0,0,0,0,0,0,"1,320","243,137","1,320","257,377",830,"2,346","1,140","4,613",650,"33,761",300,"9,455"
AK,10 ,590,70,490,20,560,"1,550",480,"1,295,585",590,"1,320,162",500,"252,428",580,"30,166",470,"51,259",470,"40,104",40,632,170,"43,775",510,"268,616",70,"5,486",120,"5,458",20,**,**,120,"3,123",520,"601,369",410,"24,577",**,**,60,"3,080",260,"4,615",20,169,0,0,0,0,110,"13,246",340,"46,166",100,"5,139",60,354,330,"7,015",340,"13,148",200,"4,438",320,"27,728",590,"1,246,290",590,"409,507",40,"1,094",380,"9,364",330,"7,161",20,16,0,0,0,0,0,0,20,67,210,"4,043",580,"423,029",0,0,0,0,0,0,0,0,590,"402,752",590,"417,018",350,"1,943",530,"10,744",230,"47,500",120,"16,728"
AZ,0 ,"2,813,630","1,244,960","1,054,190","479,990","1,437,400","5,852,850","2,109,410","152,738,303","2,803,760","154,997,178","2,293,750","110,786,769","715,240","1,617,735","476,920","3,232,906","436,830","2,243,799","452,890","614,102","426,790","4,907,146","452,650","6,280,129","281,090","4,893,485","566,060","13,110,627","8,180","127,740","565,011","385,290","5,143,688","161,930","7,500,843","690,610","2,258,876","70,130","17,418","12,600","276,682","76,090","435,354","45,580","209,779","213,160","204,159","41,710","80,231","8,580","134,879","819,130","19,314,389","597,620","3,121,157","205,730","345,190","719,490","1,783,801","815,410","5,585,231","642,850","5,899,606","691,420","3,045,306","2,086,910","105,102,157","2,071,140","19,821,807","42,230","252,868","888,900","1,115,807","124,730","158,343","107,450","56,761","197,950","182,784","146,560","24,572","475,560","572,721","51,040","40,052","327,010","863,141","2,630,460","23,969,032","600,340","1,489,323","531,520","1,315,297","481,760","701,918","185,710","152,878","1,810,110","18,742,893","1,983,440","19,945,233","38,940","70,685","43,650","174,541","575,910","2,463,723","2,071,920","5,889,501"
AZ,1 ,"47,490","27,520","16,520","2,290","31,800","75,100","13,500","-5,785,917","37,620","-5,730,942","11,640","378,333","16,500","125,931","11,560","83,332","10,340","48,022","2,840","7,590","17,520","-165,025","18,060","304,479","4,100","68,062","6,220","77,843",850,600,"3,028",90,629,"10,400","-895,022","11,890","54,975",220,53,80,"1,119","3,350","15,798",290,"1,466","1,780","2,013","1,950","6,509",80,"3,686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,"3,431",210,"3,409",100,262,[19],[20],**,**,20,27,20,19,60,79,10,34,"6,870","16,376","20,280","107,228","5,360","5,934","3,500","3,885","2,320","3,686","3,470","3,216",190,"3,229","8,030","22,077",220,430,20,390,"4,680","10,179","16,610","83,936"
AZ,2 ,"386,090","295,070","40,490","46,770","170,510","451,330","118,140","2,118,654","386,090","2,193,670","279,920","1,614,995","54,270","33,822","34,350","53,172","30,270","28,305","5,870","2,434","61,060","247,434","32,540","-7,830","19,260","77,661","40,310","187,216",460,"12,990","48,590",830,"3,491","6,300","-7,776","66,280","75,016",990,201,120,449,"5,000","15,882",870,"2,639","7,470","6,036","7,080","18,892",200,116,"21,260","336,606","4,730","6,804","13,200","8,768","15,840","31,386","20,470","51,251","12,340","88,669","13,730","15,533","34,870","63,639","32,550","6,282",20,36,"2,020",189,"1,050",37,** [19],** 1,510,126,40,8,10,5,10,1,"50,930","41,863","316,210","345,962","141,410","179,254","126,050","155,782","52,980","35,094","23,020","19,185","31,930","6,094","86,440","49,869",20,10,10,77,"33,170","14,974","294,930","310,445"
AZ,3 ,"704,030","375,450","123,950","196,760","343,470","1,361,590","560,030","12,115,382","704,030","12,303,762","567,540","9,345,559","88,960","80,555","53,130","127,943","47,170","70,287","17,240","8,408","103,480","932,762","47,700","38,328","44,690","325,672","99,910","1,058,332","1,130","48,170","226,880","45,360","77,915","12,420","36,586","133,860","188,380","5,240","1,156",380,"2,079","9,190","33,311","3,930","11,910","29,430","23,425","5,890","12,139",300,248,"61,090","940,712","20,880","20,925","35,700","30,900","46,010","81,438","60,120","147,969","36,360","245,299","44,160","81,068","419,180","2,596,998","412,340","272,176",140,193,"141,750","49,092","5,210",263,"7,620","2,550","46,190","23,968","43,180","6,810","46,120","14,610","2,200",554,"89,020","151,758","654,570","2,035,192","274,030","939,677","250,940","841,411","242,090","355,167","48,540","38,527","320,380","223,086","394,780","379,407",70,56,10,34,"67,900","59,568","607,150","1,723,624"
AZ,4 ,"705,080","319,830","211,500","161,660","342,980","1,521,640","606,860","25,328,960","705,080","25,638,157","609,390","20,605,197","128,750","125,295","76,770","220,322","69,160","127,723","68,140","41,924","78,250","692,691","68,910","115,872","58,130","595,071","127,300","2,119,517","1,510","33,360","143,975","111,670","737,390","20,730","142,308","158,090","309,197","20,640","4,882",920,"7,669","12,790","54,608","11,260","39,223","68,350","65,004","6,470","11,021",740,"1,128","150,960","2,350,747","90,990","120,349","56,080","69,180","122,200","201,917","150,010","432,766","109,020","734,441","115,230","251,003","665,380","12,431,235","660,930","1,513,385",150,530,"307,600","261,752","16,780","1,695","30,330","16,501","62,020","55,128","86,380","15,053","187,130","167,138","10,470","4,667","56,320","131,705","683,730","2,766,092","178,210","364,238","150,010","314,051","160,650","272,655","43,520","34,580","517,810","1,251,633","546,990","1,399,472",120,115,20,50,"120,700","174,501","571,950","1,526,020"
AZ,5 ,"367,300","128,610","189,860","43,670","192,330","842,170","285,190","22,591,626","367,300","22,861,246","309,040","16,965,302","113,970","131,954","72,130","263,166","65,680","161,633","89,080","75,422","52,260","485,707","65,130","188,649","48,600","686,098","100,680","2,426,729","1,170","15,290","65,014","83,460","1,236,903","20,310","224,769","108,910","269,620","14,050","3,538","1,040","11,320","10,050","48,640","9,490","40,260","47,720","45,390","6,770","11,018",780,"1,638","154,590","2,731,147","111,960","226,208","40,740","68,547","134,480","240,140","154,120","585,997","122,590","917,934","127,400","344,364","365,130","14,460,529","363,760","2,021,880",540,923,"162,200","240,617","19,800","3,242","20,400","10,619","35,460","39,058","16,930","2,681","108,340","173,518","11,390","7,548","36,130","96,513","359,660","2,346,096","1,320",220,"1,020",170,"20,470","30,022","24,860","20,728","342,430","1,781,263","348,230","1,898,423",80,133,30,114,"104,900","222,806","253,700","649,247"
AZ,6 ,"230,640","50,340","162,780","15,390","125,080","582,500","189,130","19,959,711","230,640","20,188,269","194,390","14,516,339","93,170","124,302","62,300","267,400","57,300","174,133","83,850","90,437","37,740","431,127","56,800","235,534","38,290","729,674","73,960","2,237,320",880,"8,270","35,424","58,280","1,141,209","18,190","273,563","71,320","228,557","11,680","3,117","1,200","15,445","7,840","42,481","6,990","34,023","26,890","30,474","2,510","3,622",840,"2,300","130,900","2,628,792","103,360","291,928","26,520","58,602","118,910","244,898","130,640","648,070","109,500","939,850","113,820","375,909","230,000","13,950,723","229,390","2,060,875","1,090","2,079","107,870","182,130","18,200","4,211","17,160","9,409","25,950","28,591",0,0,"72,550","128,070","9,250","7,246","26,120","81,923","227,360","2,242,426",0,0,0,0,"2,640","4,264","17,300","14,485","226,400","1,878,750","227,480","1,981,125",90,80,20,34,"75,790","209,106","147,830","445,511"
AZ,7 ,"288,100","38,630","236,850","10,880","167,190","778,850","253,980","38,492,263","288,100","38,981,014","248,750","27,568,164","153,110","278,477","112,440","679,460","105,190","469,814","145,700","218,407","55,270","986,644","106,880","844,236","53,200","1,565,514","95,680","3,798,070","1,420","7,930","36,004","68,240","1,516,609","39,740","1,072,816","105,610","488,751","15,420","4,005","3,770","65,059","15,060","99,102","10,330","57,605","31,530","31,817","11,040","17,029","2,260","10,560","219,960","5,413,711","190,510","881,187","28,490","85,763","206,000","546,917","219,710","1,625,568","188,970","1,954,386","201,350","879,107","287,640","29,259,640","287,200","5,108,967","6,080","15,558","130,530","183,556","37,200","17,395","25,620","14,120","27,790","35,887",0,0,"61,300","89,248","13,960","13,699","40,340","167,552","284,870","5,230,211",0,0,0,0,** 610,"** 1,031","25,000","22,156","286,240","4,925,423","286,700","5,136,934","1,810",678,600,414,"124,410","590,464","151,010","601,680"
AZ,8 ,"70,760","7,810","60,380","2,140","51,410","199,440","68,340","19,974,680","70,760","20,350,585","61,320","12,853,198","53,350","253,875","43,290","586,104","41,220","425,073","33,890","87,983","17,260","821,172","44,780","1,106,785","12,780","695,308","19,300","1,052,960",550,"1,060","5,555","14,550","355,330","24,400","2,054,222","26,840","375,906","1,800",444,"3,640","106,682","9,210","84,507","1,960","18,106",0,0,0,0,"2,040","23,933","66,750","2,741,936","62,010","699,028","4,580","20,633","63,050","290,955","66,720","1,053,798","54,310","803,753","62,750","506,663","70,630","16,564,937","70,650","3,884,643","30,230","122,241","28,230","57,545","19,570","37,429","5,680","3,155",0,0,0,0,60,54,"3,280","4,779","16,260","114,268","69,850","3,854,760",0,0,0,0,**,**,0,0,"70,630","3,827,232","70,670","4,015,623","27,310","20,952","31,240","35,037","37,070","540,910","25,630","238,216"
AZ,9 ,"9,860","1,150","8,330",300,"8,640","28,470","10,290","6,613,552","9,860","6,747,692","8,240","3,408,245","9,030","156,413","7,410","269,378","7,090","198,450","3,970","25,061","2,710","250,476","8,010","662,900","1,450","104,483","1,850","103,403",140,60,395,"1,860","48,304","6,260","1,470,578","5,230","134,140",70,18,"1,040","46,816","2,370","26,724",320,"3,185",0,0,0,0,710,"17,844","9,530","799,841","9,200","290,936",320,"2,130","9,090","77,014","9,520","379,016","7,150","152,637","9,070","181,770","9,820","5,813,657","9,830","1,718,430","3,060","41,158","5,750","39,849","4,470","27,491",520,334,0,0,0,0,0,0,360,"1,028","3,390","34,989","9,720","1,688,751",0,0,0,0,0,0,0,0,"9,830","1,678,767","9,840","1,772,096","6,560","19,897","7,990","36,508","5,330","249,985","2,190","60,053"
AZ,10 ,"4,280",560,"3,520",140,"4,000","11,750","3,970","11,329,393","4,280","11,463,726","3,510","3,531,438","4,130","307,113","3,540","682,628","3,420","540,359","2,310","56,435","1,240","224,158","3,840","2,791,178",600,"45,943",850,"49,237",90,20,146,950,"25,907","3,190","3,128,799","2,590","134,333",10,3,410,"20,045","1,230","14,302",130,"1,361",0,0,0,0,650,"73,426","4,100","1,370,896","3,980","583,791",120,667,"3,910","69,136","4,100","660,797","2,610","62,636","3,920","409,890","4,260","9,960,799","4,270","3,231,738",730,"66,741","2,850","100,816","2,450","66,580",110,72,0,0,0,0,0,0,120,495,"1,630","26,194","4,210","3,352,314",0,0,0,0,0,0,0,0,"4,270","3,167,415","4,270","3,290,206","2,660","28,335","3,700","101,882","1,970","391,230",920,"250,769"
AR,0 ,"1,220,230","490,080","495,580","211,270","734,390","2,524,920","874,140","61,472,759","1,217,480","62,268,823","1,022,350","43,367,756","308,710","532,753","171,620","2,741,116","157,380","2,542,938","183,250","215,952","194,990","1,793,992","152,850","1,925,754","102,740","1,438,030","232,420","4,574,366","41,370","79,210","374,792","165,680","1,998,129","66,790","3,200,357","290,270","796,063","31,720","8,114","3,160","62,843","31,100","159,090","18,230","86,912","78,580","75,510","11,590","26,432","7,330","99,726","283,090","6,715,199","239,180","1,895,752","40,060","70,021","234,270","420,090","281,930","2,477,111","205,530","1,376,523","227,330","1,478,918","873,190","40,393,373","866,900","7,322,428","18,850","113,670","365,260","409,323","33,710","27,948","50,760","27,099","69,670","64,731","80,200","13,972","209,150","245,216","18,520","7,910","157,090","365,079","1,153,590","9,473,577","314,740","789,317","281,030","703,293","222,780","291,029","69,570","57,990","755,930","6,995,837","843,140","7,475,912","12,360","21,497","15,560","126,236","207,790","935,053","956,660","2,734,873"
AR,1 ,"16,450","8,280","7,050",610,"12,230","26,810","4,180","-1,217,992","13,700","-1,203,091","4,040","111,873","6,300","23,086","3,420","18,688","3,070","15,343",600,"1,451","6,540","-78,966","4,860","44,945","1,360","14,265","2,330","25,529","3,340",250,"1,416",30,134,"3,440","-227,824","3,900","14,901",70,17,20,195,"1,110","4,541",100,488,390,433,430,"1,480",220,"2,222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,353,40,349,30,38,0,0,0,0,10,6,10,4,10,21,0,0,"2,460","5,339","7,010","26,990","1,750","2,034","1,100","1,310",700,"1,065",970,868,40,315,"2,830","6,313",50,67,**,**,"1,750","3,266","5,870","20,947"
AR,2 ,"196,700","143,750","21,330","28,890","104,780","231,790","67,220","1,081,135","196,700","1,110,712","153,790","843,727","22,600","14,199","11,560","13,979","10,290","8,703","1,620","1,043","31,570","127,507","10,670","3,128","7,020","26,881","16,550","75,829","3,090","8,190","23,975",450,"1,954","2,470","-6,065","32,960","29,577",310,67,30,98,"2,370","6,558",270,865,"2,560","2,038","2,250","6,313",140,541,"5,470","80,063","1,540","2,928","3,240","2,499","3,390","4,690","5,230","11,255","2,500","14,360","3,410","6,096","16,910","30,032","15,940","3,017",10,58,610,62,320,10,10,1,170,35,20,2,10,2,[19],1,"27,510","21,865","173,000","198,928","79,720","108,643","72,240","95,529","31,490","20,028","10,040","8,537","15,720","2,959","45,110","25,646",[19],2,0,0,"15,650","7,359","163,330","180,772"
